family,date,contract,feature,side,pnl,cum_pnl
cracks,2023-07-13,CL:C1 HO-CL Z2023,z_50,-1.0,-8.689999999999996,-139.32999999999996
cracks,2023-07-28,CL:C1 HO-CL F2024,level_z,-1.0,2.5799999999999996,-136.74999999999994
cracks,2023-08-08,CL:C1 RB-CL Z2023,z_50,-1.0,-0.10000000000000028,-136.84999999999994
cracks,2023-08-17,CL:C1 RB-CL V2023,z_50,-1.0,6.430000000000001,-130.41999999999993
cracks,2023-08-22,CL:C1 RB-CL H2024,level_z,-1.0,8.340000000000002,-122.07999999999993
cracks,2023-08-28,CL:C1 RB-CL M2024,level_z,-1.0,3.999999999999998,-118.07999999999993
cracks,2023-08-29,CL:C1 HO-CL Z2023,z_50,-1.0,-0.03,-118.10999999999993
cracks,2023-09-05,CL:C1 HO-CL X2023,z_50,-1.0,7.200000000000004,-110.90999999999993
cracks,2023-09-29,CL:C1 HO-CL M2024,level_z,-1.0,1.3500000000000025,-109.55999999999992
cracks,2023-10-16,CL:C1 HO-CL H2024,level_z,-1.0,1.5700000000000014,-107.98999999999991
cracks,2023-11-22,CL:C1 HO-CL G2024,level_z,-1.0,2.8500000000000028,-105.1399999999999
cracks,2023-11-29,CL:C1 HO-CL H2024,level_z,-1.0,1.6199999999999986,-103.5199999999999
cracks,2024-01-23,CL:C1 HO-CL J2024,level_z,-1.0,-0.2699999999999949,-103.78999999999989
cracks,2024-02-14,CL:C1 HO-CL Z2024,level_z,-1.0,0.8499999999999954,-102.9399999999999
cracks,2024-02-16,CL:C1 HO-CL K2024,level_z,-1.0,3.4700000000000037,-99.4699999999999
cracks,2024-02-16,CL:C1 HO-CL M2024,level_z,-1.0,1.7599999999999991,-97.7099999999999
cracks,2024-03-18,CL:C1 HO-CL N2024,level_z,-1.0,4.919999999999999,-92.78999999999989
cracks,2024-03-19,CL:C1 RB-CL Q2024,level_z,-1.0,0.06999999999999787,-92.7199999999999
cracks,2024-03-20,CL:C1 HO-CL Q2024,level_z,-1.0,3.439999999999999,-89.2799999999999
cracks,2024-03-21,CL:C1 HO-CL Z2024,level_z,-1.0,2.930000000000001,-86.3499999999999
cracks,2024-04-03,CL:C1 HO-CL U2024,level_z,-1.0,3.1699999999999995,-83.1799999999999
cracks,2024-04-12,CL:C1 RB-CL M2024,level_z,-1.0,5.31,-77.86999999999989
cracks,2024-04-16,CL:C1 RB-CL N2024,level_z,-1.0,2.7399999999999998,-75.1299999999999
cracks,2025-06-26,CL:C1 RB-CL X2025,level_z,-1.0,-0.7199999999999995,-75.8499999999999
cracks,2025-07-22,CL:C1 HO-CL X2025,level_z,-1.0,1.479999999999998,-74.36999999999989
cracks,2025-10-28,CL:C1 RB-CL M2026,level_z,-1.0,-0.7599999999999969,-75.12999999999988
cracks,2025-11-24,CL:C1 HO-CL G2026,level_z,-1.0,7.309999999999996,-67.81999999999988
cracks,2025-11-24,CL:C1 HO-CL H2026,level_z,-1.0,6.610000000000004,-61.20999999999987
cracks,2025-11-27,CL:C1 RB-CL H2026,level_z,-1.0,3.5400000000000005,-57.669999999999874
cracks,2025-11-27,CL:C1 RB-CL G2026,level_z,-1.0,3.9999999999999996,-53.669999999999874
cracks,2025-12-03,CL:C1 HO-CL M2026,level_z,-1.0,-0.2900000000000016,-53.95999999999987
cracks,2025-12-09,CL:C1 RB-CL M2026,level_z,-1.0,-0.8800000000000014,-54.839999999999876
cracks,2025-12-10,CL:C1 RB-CL Q2026,level_z,-1.0,-1.159999999999999,-55.99999999999987
cracks,2026-01-13,CL:C1 RB-CL U2026,level_z,-1.0,-4.930000000000002,-60.92999999999987
cracks,2026-01-23,CL:C1 HO-CL K2026,level_z,-1.0,-3.860000000000005,-64.78999999999988
cracks,2026-01-23,CL:C1 HO-CL M2026,level_z,-1.0,-14.1,-78.88999999999987
cracks,2026-02-11,CL:C1 HO-CL J2026,level_z,-1.0,-32.17,-111.05999999999987
cracks,2026-03-16,CL:C1 RB-CL Z2026,level_z,-1.0,-3.3899999999999992,-114.44999999999987
cracks,2026-03-25,CL:C1 RB-CL M2026,level_z,-1.0,-12.459999999999999,-126.90999999999987
cracks,2026-04-01,CL:C1 RB-CL N2026,level_z,-1.0,-13.940000000000003,-140.84999999999988
cracks,2026-04-14,CL:C1 HO-CL M2026,level_z,-1.0,-6.319999999999992,-147.16999999999987
cracks,2026-04-15,CL:C1 HO-CL Z2026,level_z,-1.0,-6.819999999999999,-153.98999999999987
cracks,2026-04-19,CL:C1 RB-CL Z2026,level_z,-1.0,-4.140000000000003,-158.12999999999988
